ticker,date,Dividends,Avg_Close_Prev_1_Month,Type,source
AGG,2009-05-01,0.329,101.02714284261067,History,yfinance
AGG,2009-06-01,0.308,101.55200004577637,History,yfinance
AGG,2009-07-01,0.342,101.09045444835316,History,yfinance
AGG,2009-08-01,0.334,102.40636305375533,History,yfinance
AGG,2009-09-01,0.332,103.02142733619327,History,yfinance
AGG,2009-10-01,0.342,104.18619028727214,History,yfinance
AGG,2009-11-01,0.324,104.52727300470525,History,yfinance
AGG,2009-12-01,0.353,104.89200019836426,History,yfinance
AGG,2009-12-01,0.302,104.89200019836426,History,yfinance
AGG,2010-02-01,0.327,104.10263181987561,History,yfinance
AGG,2010-03-01,0.323,104.21368448357833,History,yfinance
AGG,2010-04-01,0.321,104.49652165951936,History,yfinance
AGG,2010-05-01,0.312,104.13761901855469,History,yfinance
AGG,2010-06-01,0.324,105.17849998474121,History,yfinance
AGG,2010-07-01,0.314,106.1359089938077,History,yfinance
AGG,2010-08-01,0.294,107.2085712977818,History,yfinance
AGG,2010-09-01,0.298,108.10136344216086,History,yfinance
AGG,2010-10-01,0.265,108.18999989827473,History,yfinance
AGG,2010-11-01,0.276,108.4557149977911,History,yfinance
AGG,2010-12-01,0.553,107.75952439081101,History,yfinance
AGG,2010-12-01,0.344,107.75952439081101,History,yfinance
AGG,2011-02-01,0.316,105.60800056457519,History,yfinance
AGG,2011-03-01,0.285,104.67842222514905,History,yfinance
AGG,2011-04-01,0.313,105.40173804241678,History,yfinance
AGG,2011-05-01,0.316,105.41149978637695,History,yfinance
AGG,2011-06-01,0.313,106.87047613234748,History,yfinance
AGG,2011-07-01,0.304,107.34409054842862,History,yfinance
AGG,2011-08-01,0.3,107.32950019836426,History,yfinance
AGG,2011-09-01,0.232,109.28521761686906,History,yfinance
AGG,2011-10-01,0.219,110.03095354352679,History,yfinance
AGG,2011-11-01,0.287,109.42857179187592,History,yfinance
AGG,2011-12-01,0.028,109.82714189801898,History,yfinance
AGG,2011-12-01,0.578,109.82714189801898,History,yfinance
AGG,2012-02-01,0.275,110.27050094604492,History,yfinance
AGG,2012-03-01,0.277,110.5370002746582,History,yfinance
AGG,2012-04-01,0.243,109.82136258212003,History,yfinance
AGG,2012-05-01,0.23,110.20849990844727,History,yfinance
AGG,2012-06-01,0.238,110.84909092296253,History,yfinance
AGG,2012-07-01,0.223,111.18476141066779,History,yfinance
AGG,2012-08-01,0.22,112.11380913144066,History,yfinance
AGG,2012-09-01,0.219,111.79391313635784,History,yfinance
AGG,2012-10-01,0.207,111.92789459228516,History,yfinance
AGG,2012-11-01,0.243,112.05857122512091,History,yfinance
AGG,2012-12-01,0.666,112.08333333333333,History,yfinance
AGG,2012-12-01,0.23,112.08333333333333,History,yfinance
AGG,2013-02-01,0.211,110.7480951944987,History,yfinance
AGG,2013-03-01,0.209,110.2978949295847,History,yfinance
AGG,2013-04-01,0.26,110.32850074768066,History,yfinance
AGG,2013-05-01,0.202,111.12181750210848,History,yfinance
AGG,2013-06-01,0.195,110.28136270696467,History,yfinance
AGG,2013-07-01,0.198,107.96100006103515,History,yfinance
AGG,2013-08-01,0.205,107.05954603715377,History,yfinance
AGG,2013-09-01,0.198,106.35409095070578,History,yfinance
AGG,2013-10-01,0.191,106.22400016784668,History,yfinance
AGG,2013-11-01,0.19,107.43869615637738,History,yfinance
AGG,2013-12-01,0.203,107.2404998779297,History,yfinance
AGG,2013-12-01,0.21,107.2404998779297,History,yfinance
AGG,2014-02-01,0.206,107.14904748825799,History,yfinance
AGG,2014-03-01,0.2,107.8794732344778,History,yfinance
AGG,2014-04-01,0.205,107.79761904761905,History,yfinance
AGG,2014-05-01,0.198,108.15714372907367,History,yfinance
AGG,2014-06-01,0.207,109.0414287022182,History,yfinance
AGG,2014-07-01,0.196,108.94047619047619,History,yfinance
AGG,2014-08-01,0.2,109.09227336536755,History,yfinance
AGG,2014-09-01,0.195,109.51619066510882,History,yfinance
AGG,2014-10-01,0.189,108.97904750279018,History,yfinance
AGG,2014-11-01,0.192,110.1282607368801,History,yfinance
AGG,2014-12-01,0.282,109.84368494937294,History,yfinance
AGG,2014-12-01,0.369,109.84368494937294,History,yfinance
AGG,2015-02-01,0.176,111.39500007629394,History,yfinance
AGG,2015-03-01,0.186,111.0842100444593,History,yfinance
AGG,2015-04-01,0.211,110.76954512162642,History,yfinance
AGG,2015-05-01,0.206,111.38999975295295,History,yfinance
AGG,2015-06-01,0.206,109.90199928283691,History,yfinance
AGG,2015-07-01,0.216,108.74409103393555,History,yfinance
AGG,2015-08-01,0.213,108.8359094099565,History,yfinance
AGG,2015-09-01,0.222,109.22809491838727,History,yfinance
AGG,2015-10-01,0.205,109.10619063604446,History,yfinance
AGG,2015-11-01,0.215,109.6663634560325,History,yfinance
AGG,2015-12-01,0.37,108.62299957275391,History,yfinance
AGG,2015-12-01,0.222,108.62299957275391,History,yfinance
AGG,2016-02-01,0.228,108.70315752531353,History,yfinance
AGG,2016-03-01,0.221,109.69599914550781,History,yfinance
AGG,2016-04-01,0.222,109.83863657171077,History,yfinance
AGG,2016-05-01,0.205,110.73619043259393,History,yfinance
AGG,2016-06-01,0.218,110.78666614350819,History,yfinance
AGG,2016-07-01,0.212,111.58863691850142,History,yfinance
AGG,2016-08-01,0.207,112.6930004119873,History,yfinance
AGG,2016-09-01,0.208,112.49826082975969,History,yfinance
AGG,2016-10-01,0.203,112.13047717866444,History,yfinance
AGG,2016-11-01,0.21,111.56142934163411,History,yfinance
AGG,2016-12-01,0.204,109.42047591436477,History,yfinance
AGG,2016-12-01,0.249,109.42047591436477,History,yfinance
AGG,2017-02-01,0.218,108.29749984741211,History,yfinance
AGG,2017-03-01,0.22,108.36894748085423,History,yfinance
AGG,2017-04-01,0.222,107.95521810780401,History,yfinance
AGG,2017-05-01,0.239,109.00947329872533,History,yfinance
AGG,2017-06-01,0.23,109.07681725241922,History,yfinance
AGG,2017-07-01,0.225,109.7977277582342,History,yfinance
AGG,2017-08-01,0.23,109.4125,History,yfinance
AGG,2017-09-01,0.23,109.92608708920686,History,yfinance
AGG,2017-10-01,0.227,109.96600036621093,History,yfinance
AGG,2017-11-01,0.228,109.44727290760387,History,yfinance
AGG,2017-12-01,0.231,109.33999997093564,History,yfinance
AGG,2017-12-01,0.036,109.33999997093564,History,yfinance
AGG,2018-02-01,0.242,108.5952384585426,History,yfinance
AGG,2018-03-01,0.235,106.83473647268195,History,yfinance
AGG,2018-04-01,0.243,106.6066665649414,History,yfinance
AGG,2018-05-01,0.24,106.49285707019624,History,yfinance
AGG,2018-06-01,0.249,105.74272710626775,History,yfinance
AGG,2018-07-01,0.229,105.9028570992606,History,yfinance
AGG,2018-08-01,0.251,106.21999976748512,History,yfinance
AGG,2018-09-01,0.232,106.28260869565217,History,yfinance
AGG,2018-10-01,0.252,105.66421026932566,History,yfinance
AGG,2018-11-01,0.513,104.64782648501189,History,yfinance
AGG,2018-12-01,0.251,104.4585712977818,History,yfinance
AGG,2018-12-01,0.21,104.4585712977818,History,yfinance
AGG,2019-02-01,0.268,106.63381049746559,History,yfinance
AGG,2019-03-01,0.267,107.20842140599301,History,yfinance
AGG,2019-04-01,0.262,107.8414284842355,History,yfinance
AGG,2019-05-01,0.26,108.35428510393415,History,yfinance
AGG,2019-06-01,0.26,108.9950003190474,History,yfinance
AGG,2019-07-01,0.252,110.76549987792968,History,yfinance
AGG,2019-08-01,0.26,111.1468179876154,History,yfinance
AGG,2019-09-01,0.263,113.25500002774325,History,yfinance
AGG,2019-10-01,0.255,112.90299987792969,History,yfinance
AGG,2019-11-01,0.251,112.94913084610648,History,yfinance
AGG,2019-12-01,0.246,112.53250083923339,History,yfinance
AGG,2019-12-01,0.191,112.53250083923339,History,yfinance
AGG,2020-02-01,0.243,113.37095351446243,History,yfinance
AGG,2020-03-01,0.239,114.60526315789474,History,yfinance
AGG,2020-04-01,0.249,113.98545490611683,History,yfinance
AGG,2020-05-01,0.236,116.61666652134487,History,yfinance
AGG,2020-06-01,0.214,116.95449981689453,History,yfinance
AGG,2020-07-01,0.223,117.59181906960227,History,yfinance
AGG,2020-08-01,0.207,118.84227267178622,History,yfinance
AGG,2020-09-01,0.195,118.72761826288132,History,yfinance
AGG,2020-10-01,0.202,118.28619094122024,History,yfinance
AGG,2020-11-01,0.192,117.70409115878019,History,yfinance
AGG,2020-12-01,0.206,117.79549942016601,History,yfinance
AGG,2020-12-01,0.125,117.79549942016601,History,yfinance
AGG,2021-02-01,0.192,117.36210511860095,History,yfinance
AGG,2021-03-01,0.19,116.28578989129318,History,yfinance
AGG,2021-04-01,0.172,114.09347899063773,History,yfinance
AGG,2021-05-01,0.173,114.41095188685826,History,yfinance
AGG,2021-06-01,0.167,114.36400032043457,History,yfinance
AGG,2021-07-01,0.156,114.92500062422319,History,yfinance
AGG,2021-08-01,0.167,115.98380969819569,History,yfinance
AGG,2021-09-01,0.167,116.00818217884411,History,yfinance
AGG,2021-10-01,0.18,115.7385715302967,History,yfinance
AGG,2021-11-01,0.18,114.44761803036644,History,yfinance
AGG,2021-12-01,0.162,114.4019045148577,History,yfinance
AGG,2021-12-01,0.117,114.4019045148577,History,yfinance
AGG,2022-02-01,0.161,112.27150039672851,History,yfinance
AGG,2022-03-01,0.161,110.11052623548005,History,yfinance
AGG,2022-04-01,0.16,108.0600002122962,History,yfinance
AGG,2022-05-01,0.181,104.31199989318847,History,yfinance
AGG,2022-06-01,0.186,102.82380894252232,History,yfinance
AGG,2022-07-01,0.186,101.21190534319196,History,yfinance
AGG,2022-08-01,0.2,102.40599899291992,History,yfinance
AGG,2022-09-01,0.204,102.48000070323114,History,yfinance
AGG,2022-10-01,0.211,98.41952332996186,History,yfinance
AGG,2022-11-01,0.216,95.19476173037575,History,yfinance
AGG,2022-12-01,0.226,96.3519047328404,History,yfinance
AGG,2022-12-01,0.226,96.3519047328404,History,yfinance
AGG,2023-02-01,0.245,99.63849906921386,History,yfinance
AGG,2023-03-01,0.234,98.47789403011924,History,yfinance
AGG,2023-04-01,0.252,98.41739123800527,History,yfinance
AGG,2023-05-01,0.249,99.68736789101048,History,yfinance
AGG,2023-06-01,0.258,98.82409113103694,History,yfinance
AGG,2023-07-01,0.255,98.13142830984933,History,yfinance
AGG,2023-08-01,0.265,97.60950012207032,History,yfinance
AGG,2023-09-01,0.26,96.16521785570228,History,yfinance
AGG,2023-10-01,0.257,95.1694995880127,History,yfinance
AGG,2023-11-01,0.277,92.76818188753995,History,yfinance
AGG,2023-12-01,0.274,94.81904747372582,History,yfinance
AGG,2023-12-01,0.282,94.81904747372582,History,yfinance
AGG,2024-02-01,0.293,98.40809449695405,History,yfinance
AGG,2024-03-01,0.286,97.50300064086915,History,yfinance
AGG,2024-04-01,0.29,97.67300033569336,History,yfinance
AGG,2024-05-01,0.295,95.91181876442649,History,yfinance
AGG,2024-06-01,0.302,96.39318188753995,History,yfinance
AGG,2024-07-01,0.301,97.40315848902652,History,yfinance
AGG,2024-08-01,0.304,97.92000024968928,History,yfinance
AGG,2024-09-01,0.312,100.1363639831543,History,yfinance
AGG,2024-10-01,0.307,101.39750022888184,History,yfinance
AGG,2024-11-01,0.31,99.40652167278787,History,yfinance
AGG,2024-12-01,0.312,98.09199981689453,History,yfinance
AGG,2024-12-01,0.316,98.09199981689453,History,yfinance
AGG,2025-02-01,0.322,96.85699996948242,History,yfinance
AGG,2025-03-01,0.304,97.8194724635074,History,yfinance
AGG,2025-04-01,0.325,98.56381043933686,History,yfinance
AGG,2025-05-01,0.321,98.20523797898065,History,yfinance
AGG,2025-06-01,0.323,97.62999979654948,History,yfinance
AGG,2025-07-01,0.319,98.1299991607666,History,yfinance
AGG,2025-08-01,0.33,98.32954545454545,History,yfinance
AGG,2025-09-01,0.327,99.17285737537202,History,yfinance
EEM,2003-12-01,0.077,16.616140465987357,History,yfinance
EEM,2003-12-01,0.013444,16.616140465987357,History,yfinance
EEM,2004-12-01,0.268111,20.891957691737584,History,yfinance
EEM,2005-12-01,0.329333,27.73206374758766,History,yfinance
EEM,2006-12-01,0.524333,35.55428604852585,History,yfinance
EEM,2007-12-01,0.649,50.90809522356306,History,yfinance
EEM,2008-06-01,0.517333,50.105714343843005,History,yfinance
EEM,2008-12-01,0.34,22.797894829197933,History,yfinance
EEM,2009-06-01,0.247,31.305500316619874,History,yfinance
EEM,2009-12-01,0.012,40.57400016784668,History,yfinance
EEM,2009-12-01,0.323,40.57400016784668,History,yfinance
EEM,2010-06-01,0.262,38.80900001525879,History,yfinance
EEM,2010-12-01,0.359,46.584285736083984,History,yfinance
EEM,2010-12-01,0.025,46.584285736083984,History,yfinance
EEM,2011-06-01,0.461,47.704761868431454,History,yfinance
EEM,2011-12-01,0.347,39.373809451148624,History,yfinance
EEM,2012-06-01,0.468,39.264091144908555,History,yfinance
EEM,2012-12-01,0.262,41.2504761105492,History,yfinance
EEM,2012-12-01,0.014,41.2504761105492,History,yfinance
EEM,2013-06-01,0.493,43.077726884321734,History,yfinance
EEM,2013-12-01,0.366,41.78649978637695,History,yfinance
EEM,2014-06-01,0.341,42.39190455845424,History,yfinance
EEM,2014-12-01,0.535,41.495263149863796,History,yfinance
EEM,2015-06-01,0.301,42.5269998550415,History,yfinance
EEM,2015-12-01,0.501,34.701499938964844,History,yfinance
EEM,2016-06-01,0.266,32.752380916050505,History,yfinance
EEM,2016-12-01,0.396,35.55095254807245,History,yfinance
EEM,2017-06-01,0.192,40.95090935446999,History,yfinance
EEM,2017-12-01,0.697,46.70904777163551,History,yfinance
EEM,2018-06-01,0.29,46.45681780034845,History,yfinance
EEM,2018-12-01,0.584,40.47285715738932,History,yfinance
EEM,2019-06-01,0.311,41.383636474609375,History,yfinance
EEM,2019-12-01,0.929,43.22850017547607,History,yfinance
EEM,2020-06-01,0.23,36.643999862670896,History,yfinance
EEM,2020-12-01,0.519,48.251999855041504,History,yfinance
EEM,2021-06-01,0.241,53.627499961853026,History,yfinance
EEM,2021-12-01,0.707,50.84142830258324,History,yfinance
EEM,2021-12-01,0.026,50.84142830258324,History,yfinance
EEM,2022-06-01,0.362,41.10333360944475,History,yfinance
EEM,2022-12-01,0.584,37.227142697288876,History,yfinance
EEM,2023-06-01,0.31,38.88681775873358,History,yfinance
EEM,2023-12-01,0.748,38.96333331153507,History,yfinance
EEM,2024-06-01,0.29,42.71499997919256,History,yfinance
EEM,2024-12-01,0.727,43.81600017547608,History,yfinance
EEM,2025-06-01,0.452,45.66047632126581,History,yfinance
EFA,2001-10-01,0.055333,37.4488889058431,History,yfinance
EFA,2001-12-01,0.027333,39.67380941481817,History,yfinance
EFA,2002-12-01,0.627333,34.021999549865725,History,yfinance
EFA,2003-12-01,0.156667,41.8228067096911,History,yfinance
EFA,2003-12-01,0.522667,41.8228067096911,History,yfinance
EFA,2004-12-01,0.803,50.89825403122675,History,yfinance
EFA,2005-12-01,1.11,57.45857129778181,History,yfinance
EFA,2006-12-01,1.533,71.1566663469587,History,yfinance
EFA,2007-12-01,2.0,82.04428609212239,History,yfinance
EFA,2008-06-01,1.308,76.79142761230469,History,yfinance
EFA,2008-12-01,0.541,41.82526317395662,History,yfinance
EFA,2009-06-01,0.945,45.14650001525879,History,yfinance
EFA,2009-12-01,0.496,55.72049980163574,History,yfinance
EFA,2010-06-01,0.859,49.920999908447264,History,yfinance
EFA,2010-12-01,0.538,57.188571384974885,History,yfinance
EFA,2011-06-01,1.141,61.28095227196103,History,yfinance
EFA,2011-12-01,0.569,50.041428883870445,History,yfinance
EFA,2012-06-01,1.149,50.170454718849875,History,yfinance
EFA,2012-12-01,0.61,53.49476151239304,History,yfinance
EFA,2013-06-01,1.152,62.31090875105424,History,yfinance
EFA,2013-12-01,0.552,65.7234992980957,History,yfinance
EFA,2014-06-01,1.676,68.58238074893043,History,yfinance
EFA,2014-12-01,0.585,63.471053073280736,History,yfinance
EFA,2015-06-01,1.111,67.39099998474121,History,yfinance
EFA,2015-12-01,0.508,60.65950031280518,History,yfinance
EFA,2016-06-01,1.175,57.71666717529297,History,yfinance
EFA,2016-12-01,0.596,56.92809531802223,History,yfinance
EFA,2017-06-01,1.062,65.4359085776589,History,yfinance
EFA,2017-12-01,0.743,69.58666701543899,History,yfinance
EFA,2018-06-01,1.354,70.9045455239036,History,yfinance
EFA,2018-12-01,0.638,62.899047306605745,History,yfinance
EFA,2019-06-01,1.376,64.88454523953524,History,yfinance
EFA,2019-12-01,0.776,68.23699989318848,History,yfinance
EFA,2020-06-01,0.858,56.79149990081787,History,yfinance
EFA,2020-12-01,0.694,68.58099956512451,History,yfinance
EFA,2021-06-01,1.102,79.53900032043457,History,yfinance
EFA,2021-12-01,1.352,80.43380918956939,History,yfinance
EFA,2021-12-01,0.163,80.43380918956939,History,yfinance
EFA,2022-06-01,1.498,67.85761878603981,History,yfinance
EFA,2022-12-01,0.268,63.71285701933361,History,yfinance
EFA,2023-06-01,1.311,72.89545405994762,History,yfinance
EFA,2023-12-01,0.931,70.62428610665458,History,yfinance
EFA,2024-06-01,1.393,80.33363619717684,History,yfinance
EFA,2024-12-01,1.057,78.28300018310547,History,yfinance
EFA,2025-06-01,1.519,87.1066665649414,History,yfinance
IWM,2000-06-01,0.03,46.901041666666664,History,yfinance
IWM,2000-09-01,0.178,51.46195652173913,History,yfinance
IWM,2000-12-01,0.217,48.062127976190474,History,yfinance
IWM,2001-03-01,0.097,49.35210539165296,History,yfinance
IWM,2001-06-01,0.142,49.61704548922452,History,yfinance
IWM,2001-10-01,0.147,41.48233311971028,History,yfinance
IWM,2001-12-01,0.135,44.753809429350355,History,yfinance
IWM,2002-03-01,0.0575,46.581052478991054,History,yfinance
IWM,2002-06-01,0.1205,49.89204562794078,History,yfinance
IWM,2002-09-01,0.128,39.020682248202235,History,yfinance
IWM,2002-12-01,0.19,38.75400009155273,History,yfinance
IWM,2003-03-01,0.08,36.000526428222656,History,yfinance
IWM,2003-06-01,0.075,41.56285694667271,History,yfinance
IWM,2003-09-01,0.1185,47.45023818243118,History,yfinance
IWM,2003-12-01,0.1875,53.44921031751131,History,yfinance
IWM,2003-12-01,0.115,53.44921031751131,History,yfinance
IWM,2004-03-01,0.1045,58.016842089201276,History,yfinance
IWM,2004-06-01,0.1525,55.14199981689453,History,yfinance
IWM,2004-09-01,0.1325,53.475909146395594,History,yfinance
IWM,2004-12-01,0.2055,61.24333299909319,History,yfinance
IWM,2005-03-01,0.274,62.86552609895405,History,yfinance
IWM,2005-06-01,0.146,59.77238064720517,History,yfinance
IWM,2005-09-01,0.198,65.8973912778108,History,yfinance
IWM,2005-12-01,0.261,66.33571479434059,History,yfinance
IWM,2006-03-01,0.169,72.21105274401214,History,yfinance
IWM,2006-06-01,0.105,73.830454046076,History,yfinance
IWM,2006-09-01,0.231,69.70130389669667,History,yfinance
IWM,2006-12-01,0.329,77.16428447905041,History,yfinance
IWM,2007-03-01,0.154,80.75947329872533,History,yfinance
IWM,2007-06-01,0.159,82.32454577359286,History,yfinance
IWM,2007-09-01,0.195,77.79869477645211,History,yfinance
IWM,2007-12-01,0.267,76.67095256987072,History,yfinance
IWM,2008-03-01,0.11,70.40549926757812,History,yfinance
IWM,2008-07-01,0.257,72.6547615414574,History,yfinance
IWM,2008-09-01,0.15,73.16523851667132,History,yfinance
IWM,2008-12-01,0.361,46.90210523103413,History,yfinance
IWM,2009-03-01,0.141,43.17894724795693,History,yfinance
IWM,2009-07-01,0.181,51.58318190141158,History,yfinance
IWM,2009-09-01,0.145,57.04238092331659,History,yfinance
IWM,2009-12-01,0.253,58.590500068664554,History,yfinance
IWM,2010-03-01,0.172,61.38526374415348,History,yfinance
IWM,2010-07-01,0.199,64.49681819568981,History,yfinance
IWM,2010-09-01,0.165,62.54863686995073,History,yfinance
IWM,2010-12-01,0.357,72.43523842947823,History,yfinance
IWM,2011-03-01,0.169,81.28473703484786,History,yfinance
IWM,2011-07-01,0.252,79.97681773792614,History,yfinance
IWM,2011-09-01,0.25,70.35739168913469,History,yfinance
IWM,2011-12-01,0.36,72.12714349655877,History,yfinance
IWM,2012-03-01,0.251,82.14249992370605,History,yfinance
IWM,2012-06-01,0.377,77.87954538518733,History,yfinance
IWM,2012-09-01,0.332,80.22999970809273,History,yfinance
IWM,2012-12-01,0.727,80.07666633242653,History,yfinance
IWM,2013-03-01,0.264,90.60105293675473,History,yfinance
IWM,2013-07-01,0.43,97.33650054931641,History,yfinance
IWM,2013-09-01,0.283,103.02500013871627,History,yfinance
IWM,2013-12-01,0.437,110.40950050354004,History,yfinance
IWM,2014-03-01,0.302,113.5163160625257,History,yfinance
IWM,2014-07-01,0.459,116.29428536551339,History,yfinance
IWM,2014-09-01,0.305,113.93428584507534,History,yfinance
IWM,2014-12-01,0.445,116.7921058253238,History,yfinance
IWM,2015-03-01,0.383,120.85315864964535,History,yfinance
IWM,2015-07-01,0.529,126.18499963933772,History,yfinance
IWM,2015-09-01,0.324,118.0895236787342,History,yfinance
IWM,2015-12-01,0.496,117.33449974060059,History,yfinance
IWM,2016-03-01,0.327,99.67150001525879,History,yfinance
IWM,2016-07-01,0.621,114.95272723111239,History,yfinance
IWM,2016-09-01,0.344,122.41913073995839,History,yfinance
IWM,2016-12-01,0.563,126.33476257324219,History,yfinance
IWM,2017-03-01,0.387,137.77526132684005,History,yfinance
IWM,2017-07-01,0.609,140.44999972256747,History,yfinance
IWM,2017-09-01,0.349,137.8504346764606,History,yfinance
IWM,2017-12-01,0.579,149.0152384440104,History,yfinance
IWM,2018-03-01,0.362,151.19315860145971,History,yfinance
IWM,2018-07-01,0.595,166.47714378720238,History,yfinance
IWM,2018-09-01,0.45,169.07869620945144,History,yfinance
IWM,2018-12-01,0.469,151.66095406668526,History,yfinance
IWM,2019-03-01,0.412,154.08421084755346,History,yfinance
IWM,2019-06-01,0.533,153.6240893277255,History,yfinance
IWM,2019-09-01,0.544,148.96954553777522,History,yfinance
IWM,2019-12-01,0.597,159.24499969482423,History,yfinance
IWM,2020-03-01,0.42,163.35052650853208,History,yfinance
IWM,2020-06-01,0.466,130.94599952697754,History,yfinance
IWM,2020-09-01,0.566,155.62713986351378,History,yfinance
IWM,2020-12-01,0.592,173.2125015258789,History,yfinance
IWM,2021-03-01,0.398,222.11947230288857,History,yfinance
IWM,2021-06-01,0.347,221.01699981689453,History,yfinance
IWM,2021-09-01,0.679,220.74954570423472,History,yfinance
IWM,2021-12-01,0.666,234.5990484328497,History,yfinance
IWM,2022-03-01,0.4,201.1347367136102,History,yfinance
IWM,2022-06-01,0.494,180.24571591331846,History,yfinance
IWM,2022-09-01,0.861,192.45217431109884,History,yfinance
IWM,2022-12-01,0.83,182.6047617594401,History,yfinance
IWM,2023-03-01,0.631,191.91000044973273,History,yfinance
IWM,2023-06-01,0.509,174.5136358087713,History,yfinance
IWM,2023-09-01,0.829,189.0382610818614,History,yfinance
IWM,2023-12-01,0.734,174.75428626650856,History,yfinance
IWM,2024-03-01,0.522,198.71600112915038,History,yfinance
IWM,2024-06-01,0.562,204.90045443448153,History,yfinance
IWM,2024-09-01,0.752,211.997727134011,History,yfinance
IWM,2024-12-01,0.694,233.9624984741211,History,yfinance
IWM,2025-03-01,0.46,222.8063137656764,History,yfinance
IWM,2025-06-01,0.576,204.01666695731026,History,yfinance
IWM,2025-09-01,0.677,226.86857314336868,History,yfinance
QQQ,2003-12-01,0.014,35.13263180381373,History,yfinance
QQQ,2004-12-01,0.379,38.440476372128444,History,yfinance
QQQ,2005-06-01,0.035,36.727142697288876,History,yfinance
QQQ,2005-12-01,0.101,40.75095240275065,History,yfinance
QQQ,2006-03-01,0.029,41.11842105263158,History,yfinance
QQQ,2006-06-01,0.026,40.262272748080164,History,yfinance
QQQ,2006-09-01,0.023,37.72782582822053,History,yfinance
